sentiment,text
1.0000,screenwriter responsible bad movie year direct equally miserable film follow year hard time believe coincidence
4.0000,entire movie establish wonderfully creepy mood
1.0000,director elie chouraqui cowrote script catch chaotic horror war bother go subjugate truth tearjerke demand soap opera
2.0000,colorful deceptively buoyant suddenly pull rug burkinabe filmmaker dani kouyate rework folk story root oral tradition point political allegory
1.0000,movie insecure capacity excite churn flagrantly fake thunderstorm underscore action
2.0000,slow dry poorly cast beautifully shot
1.0000,want music buy soundtrack
3.0000,movie usual impossible stunt scene lean tough fit modern action movie
2.0000,salaciously simplistic
1.0000,make sense bruckheimeresque american action flick emulate
3.0000,film director labute continue improve
1.0000,dark comedy go sick demente humor simply
2.0000,movie little tired maybe original inspiration run course
1.0000,lazily direct charle stone ii leaden script matthew cirulnick novelist thulani davis
1.0000,dialogue cumbersome simper soundtrack edit
1.0000,film live far head
1.0000,pascale bailly romcom provide audrey tautou fabuleux destin ie banal spiritual quest
2.0000,flaw worth see ambrose performance
4.0000,pt anderson understand grandness romance love great equalizer calm daily ill bring joy live know possible
0.0000,imagine henry gift magi relocate scuzzy underbelly nyc drug scene
2.0000,mr zhang subject matter degree quintessentially american approach storytelle call iranian
2.0000,good way describe cross paul thomas anderson magnolia david lynch mulholland dr
3.0000,not know frailty turn bill paxton alist director rest contentedly knowledge damn fine horror movie
3.0000,large budget notwithstanding movie blip year radar screen tempt ride
4.0000,frailty offer chill like sit campfire midnight tell creepy story willie
3.0000,despite modest aspiration occasional charm dismiss
2.0000,pintsize goodfellas design appeal young set good movie objective sense hold interest
2.0000,matter firmly director john stainton tongue cheek fact remain wacky concept movie
0.0000,reasonably creative eighthgrader write credible script number continuity error
1.0000,girl right reality drain
0.0000,staggeringly dreadful romance
4.0000,smart compelling drama
0.0000,thoughtless random superficial humour lot bad scouse accent
3.0000,cool fun warm heart animation enthusiast age
2.0000,want domino
3.0000,deliciously slow
2.0000,good enjoy daytime soaper
1.0000,problem amazingly screenplay
2.0000,remarkable lrb frustrating rrb thing world traveler open today manhattan protagonist object intense scrutiny minute remain complete blank
3.0000,offer interesting look rapidly change face beijing
3.0000,certainly entertain ride despite talky slow scene
4.0000,escapist confection pure entertainment
3.0000,amuse indictment jaglom profession
2.0000,joke put toilet seat
1.0000,aggressively cheery pollyana reach barf bag
1.0000,worthy idea uninspired script act direction rise level afterschool tv special
4.0000,beautifully shot delicately score power set heartfelt performance lyrical endeavour
0.0000,pompous garble
1.0000,heap core slight comingofagecomingout tale
3.0000,problem lady duke surprisingly manage grow bore prove rohmer sense audience
3.0000,salton sea moment inspire humour scrap darkest variety
3.0000,touch sophisticated film like documentary way capture italian immigrant family brink major change
0.0000,supremely unfunny unentertaine watch middleage old man drink excess piss tree bs drag
2.0000,myer turn franchise movie version adolescent dirtyjoke book posttarantino popculture riff
1.0000,sleepinduce thriller single twist character come mile away
1.0000,cuba goode jr valiantly mug way snow dog boisterous energy fail spark leaden comedy
3.0000,sharp amusing study cult celebrity
3.0000,cultureclash comedy addition funny capture discomfort embarrassment bumble american europe
0.0000,constantly slips grasp maker
3.0000,leap story line shape director peter kosminsky sharp sliver cut impression show sign rich detail condense evocative image strike character trait
4.0000,emotionally strong politically potent piece cinema
4.0000,real antwone fisher able overcome personal obstacle good man wonderful thing able share story compellingly minor miracle
3.0000,dumb fun curiously adolescent movie
1.0000,simplistic silly tedious
1.0000,not care love story
3.0000,writerdirector burr steer emphasize q quirky mix result
3.0000,usually bad sign director abandon script moment take olympia wash base filmmaker anne de marcken marilyn freeman make project interesting
3.0000,sadistic bike flick vittorio de sica proud
3.0000,offer laugh insight tough age kid
2.0000,extraordinarily silly thriller
2.0000,faithful enjoy wry adaptation vs naipaul novel newcomer find stifle yawn hour
2.0000,disappointingly character strange dysfunctional tom include skin compensate large offthewall dialogue visual playfulness outlandishness idea
1.0000,film explosion death spy ballistic eck vs sever safe child film
2.0000,bald actor play innocent boy carve log
3.0000,lrb watts rrb lend credibility strange scenario presence succeed make believe
4.0000,make film special serry ability essentially contain family conflict large historical context
1.0000,mother deer die
4.0000,solid wellforme satire
2.0000,pleasant forgettable romp film
2.0000,opera take place indoor jacquot unsure evoke sort naturalism set
4.0000,film small scope perfectly form
1.0000,fresh
2.0000,labute fun character torture psychologically talk genital public
4.0000,moviegoer automatically bypass hiphop documentary scratch second look
0.0000,sample puerile rubbish listless witless devoid resemble humor
0.0000,mire shabby script pile layer layer action man atop wooden dialogue shift tone fall far short peculiarly moral amorality lrb woo rrb good work
3.0000,stock plot boy inject freshness proceeding provide enjoyable minute movie theater
3.0000,oldfashione thoroughly satisfy entertainment
2.0000,britney performance fault
1.0000,problem original present convince way
2.0000,john heroic not condone film star recently say tortuous comment perfectly illustrate picture moral schizophrenia
1.0000,mindless bore martial art gunplay little excitement zero compelling storyline
3.0000,ingenious harrowing look damage people family offer despair consolation
3.0000,mark mr twohy emergence mainstream promise remain undiminishe
1.0000,think plato say think know well rush theatre
1.0000,soulsearche deliberateness film leaven nicely dry absurdist wit eventually heavy plot
1.0000,not bit early career director barry sonnenfeld homage
2.0000,miss
0.0000,stick pig movie flail limply bizarre comedy pallid horror
3.0000,chouraqui bring documentarylike credibility horror kill field barbarism ethnic cleanse
4.0000,endlessly inventive consistently intelligent sickeningly savage
2.0000,red dragon make appreciate silence lamb
2.0000,weepy southern boreathon
1.0000,white not develop character caricature onedimensional buffoon laugh
3.0000,world traveler new arrive anyplace special certainly honest attempt
3.0000,life affirm heartbreake sweet decay factor funny sad
3.0000,witty dialog realistic character show honest emotion
2.0000,mindless junk like make appreciate original romantic comedy like punchdrunk love
2.0000,pretty afterschool special
1.0000,hawke film bore pretentious waste nearly hour not tell chelsea hotel today populate whiny pathetic starve untalente artiste
1.0000,get bogge overly sillifie plot stopandstart pace
4.0000,lively appeal kiss lie ease integrate thoughtfulness pastafagioli comedy
3.0000,endear cast writerdirector dover kosashvili take slightly dark look relationship sexual kindre
1.0000,body look like episode tv blind date technically proficient popup comment
0.0000,sorority boy funnier movie pretty bad
3.0000,toe fine line cheese earnestness remarkably deliver conviction hard carry away
2.0000,movie not horrible mediocre crest wave
1.0000,silly stuff mix like term paper kid not distinguish scifi work
3.0000,filmmaker postcamp comprehension oldtime b movie goodbad make legge freak perfectly entertain summer diversion
3.0000,way will not talk film exit theater
1.0000,rule attraction get drunk party favor sober transparent attempt moralize
